Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Bhutan,Ketchup,58,['Tomato'],4,Good,65,3770,2021-02-03,2021-03-23,2021-05-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Pasta,44,"['Wheat', 'Barley']",1,Very Poor,100,4400,2025-01-09,2025-01-21,2025-04-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Banana Chips,26,['Banana'],0,No Feedback,45,1170,2025-06-26,2025-07-28,2025-09-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Khari,62,['Cumin'],5,Excellent,25,1550,2020-12-24,2021-01-31,2021-03-24,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Biscuit,36,"['Wheat', 'Sugar', 'Barley']",4,Good,22,792,2023-11-30,2024-02-03,2024-02-28,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Pasta,33,"['Wheat', 'Barley']",3,Average,120,3960,2025-01-01,2025-03-01,2025-04-01,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Toffee,91,['Sugar'],2,Poor,15,1365,2022-09-27,2022-10-27,2022-12-26,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Toffee,52,['Sugar'],5,Excellent,15,780,2025-07-30,2025-08-13,2025-10-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Maggi,49,['Wheat'],3,Average,30,1470,2021-09-21,2021-12-02,2021-12-20,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Ketchup,41,['Tomato'],1,Very Poor,55,2255,2021-12-31,2022-03-24,2022-03-31,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Pie,56,['Sugar'],0,No Feedback,45,2520,2023-10-02,2023-10-12,2023-12-31,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,2352,2024-11-10,2025-02-02,2025-02-08,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Nachos,17,['Maize'],0,No Feedback,35,595,2025-07-05,2025-09-24,2025-10-03,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pie,37,['Sugar'],1,Very Poor,55,2035,2021-07-12,2021-09-23,2021-10-10,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Ketchup,48,['Tomato'],3,Average,65,3120,2022-05-14,2022-06-12,2022-08-12,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,48,['Maize'],4,Good,55,2640,2024-02-17,2024-02-29,2024-05-17,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Ketchup,22,['Tomato'],0,No Feedback,60,1320,2025-06-07,2025-08-24,2025-09-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Cookie,19,"['Barley', 'Sugar']",3,Average,100,1900,2024-11-08,2024-11-29,2025-02-06,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Biscuit,25,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,375,2022-08-15,2022-10-30,2022-11-13,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Banana Chips,30,['Banana'],3,Average,30,900,2020-02-26,2020-04-08,2020-05-26,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pasta,44,"['Wheat', 'Barley']",3,Average,100,4400,2021-06-09,2021-08-13,2021-09-07,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
India,Ketchup,91,['Tomato'],4,Good,60,5460,2021-07-23,2021-09-16,2021-10-21,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Toffee,47,['Sugar'],4,Good,15,705,2024-03-28,2024-05-05,2024-06-26,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Biscuit,38,"['Wheat', 'Sugar', 'Barley']",5,Excellent,22,836,2022-04-21,2022-07-05,2022-07-20,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Pie,11,['Sugar'],4,Good,55,605,2023-08-20,2023-09-06,2023-11-18,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Ketchup,84,['Tomato'],0,No Feedback,45,3780,2024-12-05,2025-01-25,2025-03-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Nachos,34,['Maize'],1,Very Poor,75,2550,2024-05-14,2024-07-24,2024-08-12,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Pasta,47,"['Wheat', 'Barley']",1,Very Poor,100,4700,2023-08-10,2023-10-18,2023-11-08,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Pakistan,Khari,28,['Cumin'],5,Excellent,25,700,2023-07-21,2023-08-02,2023-10-19,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Maggi,48,['Wheat'],0,No Feedback,25,1200,2022-02-24,2022-04-16,2022-05-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,61,['Wheat'],5,Excellent,15,915,2023-02-15,2023-03-24,2023-05-16,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Ketchup,93,['Tomato'],5,Excellent,50,4650,2020-04-03,2020-05-19,2020-07-02,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Ketchup,15,['Tomato'],0,No Feedback,55,825,2021-11-26,2021-12-25,2022-02-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,10,"['Barley', 'Sugar']",5,Excellent,95,950,2022-04-17,2022-06-08,2022-07-16,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pasta,36,"['Wheat', 'Barley']",1,Very Poor,105,3780,2024-10-15,2025-01-06,2025-01-13,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,12,"['Wheat', 'Barley']",2,Poor,100,1200,2025-03-25,2025-05-06,2025-06-23,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Cookie,22,"['Barley', 'Sugar']",0,No Feedback,95,2090,2024-08-10,2024-09-24,2024-11-08,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Khari,88,['Cumin'],1,Very Poor,45,3960,2021-10-01,2021-11-10,2021-12-30,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Cookie,35,"['Barley', 'Sugar']",4,Good,95,3325,2020-02-03,2020-03-21,2020-05-03,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Banana Chips,26,['Banana'],1,Very Poor,45,1170,2020-09-08,2020-10-07,2020-12-07,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Maggi,31,['Wheat'],1,Very Poor,25,775,2022-12-12,2023-01-29,2023-03-12,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Toffee,19,['Sugar'],5,Excellent,10,190,2021-05-20,2021-07-07,2021-08-18,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Biscuit,53,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,1272,2024-05-24,2024-07-22,2024-08-22,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Khari,12,['Cumin'],3,Average,25,300,2021-10-17,2021-12-16,2022-01-15,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Toffee,40,['Sugar'],0,No Feedback,15,600,2022-05-21,2022-07-26,2022-08-19,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Khari,57,['Cumin'],4,Good,35,1995,2022-02-10,2022-03-24,2022-05-11,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Nachos,36,['Maize'],2,Poor,45,1620,2020-10-10,2020-11-23,2021-01-08,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Nachos,63,['Maize'],1,Very Poor,75,4725,2021-12-05,2022-01-28,2022-03-05,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Bhutan,Biscuit,37,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,925,2024-05-06,2024-06-15,2024-08-04,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Khari,51,['Cumin'],5,Excellent,35,1785,2023-12-13,2024-01-17,2024-03-12,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Khari,82,['Cumin'],4,Good,25,2050,2023-01-31,2023-02-22,2023-05-01,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,21,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,525,2021-10-23,2022-01-05,2022-01-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Toffee,91,['Sugar'],2,Poor,10,910,2021-12-28,2022-03-02,2022-03-28,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,57,['Banana'],4,Good,45,2565,2022-08-06,2022-09-10,2022-11-04,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Banana Chips,98,['Banana'],3,Average,30,2940,2020-10-15,2021-01-05,2021-01-13,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Pie,63,['Sugar'],1,Very Poor,30,1890,2022-08-27,2022-10-25,2022-11-25,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Pie,91,['Sugar'],3,Average,25,2275,2021-03-02,2021-04-26,2021-05-31,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Banana Chips,93,['Banana'],0,No Feedback,40,3720,2020-02-11,2020-03-28,2020-05-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Pasta,71,"['Wheat', 'Barley']",2,Poor,95,6745,2023-04-16,2023-06-27,2023-07-15,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Banana Chips,24,['Banana'],0,No Feedback,30,720,2024-08-14,2024-09-14,2024-11-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,97,['Banana'],4,Good,45,4365,2024-05-06,2024-06-10,2024-08-04,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Sri-Lanka,Khari,12,['Cumin'],4,Good,35,420,2023-04-24,2023-06-16,2023-07-23,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bangladesh,Biscuit,92,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1656,2021-06-03,2021-06-18,2021-09-01,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Pie,55,['Sugar'],0,No Feedback,55,3025,2021-04-22,2021-07-13,2021-07-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Khari,34,['Cumin'],3,Average,20,680,2022-11-04,2022-12-31,2023-02-02,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Biscuit,33,"['Wheat', 'Sugar', 'Barley']",4,Good,24,792,2022-12-04,2022-12-28,2023-03-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Khari,23,['Cumin'],5,Excellent,35,805,2021-10-02,2021-11-10,2021-12-31,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Sri-Lanka,Biscuit,18,"['Wheat', 'Sugar', 'Barley']",3,Average,22,396,2023-08-19,2023-10-28,2023-11-17,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
India,Maggi,16,['Wheat'],1,Very Poor,25,400,2023-09-21,2023-10-04,2023-12-20,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Nachos,70,['Maize'],2,Poor,55,3850,2021-10-16,2021-11-23,2022-01-14,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Maggi,60,['Wheat'],4,Good,15,900,2025-02-15,2025-04-04,2025-05-16,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Pakistan,Nachos,19,['Maize'],1,Very Poor,60,1140,2024-04-16,2024-05-31,2024-07-15,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Khari,14,['Cumin'],2,Poor,35,490,2022-02-06,2022-03-25,2022-05-07,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
India,Biscuit,88,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1760,2023-02-21,2023-03-05,2023-05-22,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Cookie,73,"['Barley', 'Sugar']",2,Poor,75,5475,2020-10-09,2020-12-24,2021-01-07,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Maggi,79,['Wheat'],5,Excellent,15,1185,2022-07-09,2022-07-20,2022-10-07,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Cookie,96,"['Barley', 'Sugar']",1,Very Poor,75,7200,2020-09-30,2020-11-01,2020-12-29,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Khari,17,['Cumin'],1,Very Poor,20,340,2022-03-31,2022-06-21,2022-06-29,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Khari,57,['Cumin'],3,Average,35,1995,2023-08-29,2023-10-09,2023-11-27,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Nachos,38,['Maize'],1,Very Poor,35,1330,2024-02-19,2024-04-10,2024-05-19,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pie,30,['Sugar'],2,Poor,35,1050,2021-03-23,2021-05-19,2021-06-21,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Ketchup,75,['Tomato'],4,Good,65,4875,2021-10-21,2021-11-30,2022-01-19,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Cookie,32,"['Barley', 'Sugar']",1,Very Poor,75,2400,2021-08-24,2021-09-23,2021-11-22,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Maggi,61,['Wheat'],4,Good,30,1830,2020-04-10,2020-05-07,2020-07-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Maggi,50,['Wheat'],3,Average,25,1250,2021-11-18,2021-12-11,2022-02-16,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Khari,83,['Cumin'],2,Poor,45,3735,2021-06-23,2021-08-07,2021-09-21,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Ketchup,41,['Tomato'],2,Poor,65,2665,2020-12-13,2021-01-02,2021-03-13,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
India,Maggi,23,['Wheat'],0,No Feedback,25,575,2020-04-07,2020-05-06,2020-07-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Khari,65,['Cumin'],4,Good,45,2925,2024-03-19,2024-05-17,2024-06-17,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Cookie,38,"['Barley', 'Sugar']",5,Excellent,105,3990,2022-03-17,2022-06-10,2022-06-15,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Nachos,72,['Maize'],1,Very Poor,60,4320,2023-01-29,2023-03-18,2023-04-29,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",4,Good,15,525,2021-10-06,2021-11-30,2022-01-04,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Toffee,69,['Sugar'],0,No Feedback,12,828,2024-03-15,2024-05-26,2024-06-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Toffee,94,['Sugar'],2,Poor,10,940,2021-11-10,2022-02-02,2022-02-08,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,44,['Maize'],2,Poor,55,2420,2020-11-18,2020-12-20,2021-02-16,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Pasta,54,"['Wheat', 'Barley']",2,Poor,100,5400,2024-06-19,2024-08-30,2024-09-17,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Cookie,28,"['Barley', 'Sugar']",4,Good,80,2240,2024-02-09,2024-04-10,2024-05-09,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Khari,87,['Cumin'],5,Excellent,45,3915,2022-02-04,2022-04-27,2022-05-05,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Toffee,93,['Sugar'],4,Good,12,1116,2022-07-18,2022-08-08,2022-10-16,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Banana Chips,91,['Banana'],4,Good,35,3185,2021-10-15,2021-11-08,2022-01-13,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",3,Average,18,432,2021-03-03,2021-03-24,2021-06-01,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Sri-Lanka,Maggi,46,['Wheat'],4,Good,30,1380,2022-12-30,2023-03-25,2023-03-30,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Pie,86,['Sugar'],5,Excellent,55,4730,2020-01-18,2020-04-03,2020-04-17,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Biscuit,16,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,400,2021-10-18,2021-11-16,2022-01-16,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,88,['Banana'],4,Good,45,3960,2020-07-10,2020-07-25,2020-10-08,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Cookie,11,"['Barley', 'Sugar']",5,Excellent,75,825,2021-11-05,2021-12-15,2022-02-03,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Pakistan,Nachos,93,['Maize'],4,Good,60,5580,2025-04-21,2025-05-26,2025-07-20,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Pie,98,['Sugar'],0,No Feedback,50,4900,2020-08-08,2020-08-31,2020-11-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Banana Chips,65,['Banana'],1,Very Poor,45,2925,2023-08-12,2023-09-14,2023-11-10,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Nachos,71,['Maize'],5,Excellent,45,3195,2025-06-07,2025-07-29,2025-09-05,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Nachos,87,['Maize'],5,Excellent,35,3045,2024-03-14,2024-05-03,2024-06-12,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Pie,71,['Sugar'],5,Excellent,45,3195,2022-07-13,2022-08-03,2022-10-11,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Pasta,49,"['Wheat', 'Barley']",3,Average,95,4655,2023-05-31,2023-08-09,2023-08-29,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,66,"['Barley', 'Sugar']",1,Very Poor,80,5280,2024-01-12,2024-01-30,2024-04-11,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Maggi,33,['Wheat'],5,Excellent,30,990,2020-06-10,2020-08-10,2020-09-08,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pasta,78,"['Wheat', 'Barley']",3,Average,105,8190,2021-03-04,2021-03-29,2021-06-02,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Pie,47,['Sugar'],1,Very Poor,25,1175,2021-10-03,2021-10-13,2022-01-01,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Khari,33,['Cumin'],1,Very Poor,40,1320,2022-02-11,2022-05-04,2022-05-12,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Khari,13,['Cumin'],4,Good,40,520,2020-07-17,2020-09-13,2020-10-15,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Cookie,11,"['Barley', 'Sugar']",5,Excellent,75,825,2022-06-17,2022-07-17,2022-09-15,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Cookie,73,"['Barley', 'Sugar']",1,Very Poor,80,5840,2021-11-08,2022-01-27,2022-02-06,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Nachos,36,['Maize'],5,Excellent,45,1620,2023-02-16,2023-03-25,2023-05-17,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Nachos,45,['Maize'],4,Good,45,2025,2024-01-08,2024-04-01,2024-04-07,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Khari,11,['Cumin'],1,Very Poor,20,220,2023-09-10,2023-09-30,2023-12-09,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Maggi,73,['Wheat'],3,Average,15,1095,2021-10-19,2021-11-08,2022-01-17,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",4,Good,22,528,2020-03-25,2020-06-11,2020-06-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Banana Chips,79,['Banana'],4,Good,25,1975,2021-10-27,2021-12-20,2022-01-25,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Toffee,18,['Sugar'],0,No Feedback,15,270,2024-07-13,2024-09-05,2024-10-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Banana Chips,29,['Banana'],0,No Feedback,40,1160,2022-03-21,2022-06-13,2022-06-19,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Ketchup,80,['Tomato'],4,Good,55,4400,2023-04-21,2023-07-04,2023-07-20,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Maggi,40,['Wheat'],5,Excellent,25,1000,2022-12-04,2023-01-16,2023-03-04,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Cookie,58,"['Barley', 'Sugar']",4,Good,80,4640,2021-01-01,2021-01-21,2021-04-01,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Pakistan,Banana Chips,98,['Banana'],3,Average,30,2940,2020-03-02,2020-04-10,2020-05-31,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Cookie,87,"['Barley', 'Sugar']",1,Very Poor,105,9135,2023-09-08,2023-09-24,2023-12-07,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Cookie,82,"['Barley', 'Sugar']",0,No Feedback,95,7790,2024-08-15,2024-10-30,2024-11-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Banana Chips,56,['Banana'],3,Average,30,1680,2021-03-23,2021-05-29,2021-06-21,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Maggi,23,['Wheat'],4,Good,25,575,2023-12-31,2024-03-22,2024-03-30,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Maggi,86,['Wheat'],1,Very Poor,35,3010,2023-08-18,2023-10-02,2023-11-16,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Khari,66,['Cumin'],2,Poor,40,2640,2023-06-01,2023-08-17,2023-08-30,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Sri-Lanka,Ketchup,30,['Tomato'],3,Average,50,1500,2024-07-12,2024-09-17,2024-10-10,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Khari,86,['Cumin'],3,Average,35,3010,2023-09-07,2023-11-20,2023-12-06,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,64,['Tomato'],5,Excellent,50,3200,2025-07-01,2025-07-11,2025-09-29,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Toffee,58,['Sugar'],3,Average,12,696,2021-03-23,2021-06-03,2021-06-21,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Pie,72,['Sugar'],4,Good,30,2160,2024-07-07,2024-08-26,2024-10-05,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Banana Chips,56,['Banana'],1,Very Poor,25,1400,2025-05-02,2025-07-05,2025-07-31,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Toffee,48,['Sugar'],3,Average,20,960,2023-04-25,2023-07-17,2023-07-24,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
