Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review
Pakistan,Maggi,57,['Wheat'],5,Excellent,15,855,2024-10-20,2024-11-02,2025-01-18,Outstanding product quality!
Bangladesh,Banana Chips,16,['Banana'],2,Poor,35,560,2022-09-07,2022-11-26,2022-12-06,Not what I expected.
Bhutan,Pasta,61,"['Wheat', 'Barley']",4,Good,105,6405,2022-01-30,2022-02-11,2022-04-30,Satisfactory purchase.
Sri-Lanka,Pasta,96,"['Wheat', 'Barley']",3,Average,100,9600,2020-06-07,2020-08-25,2020-09-05,Okay for the price.
Nepal,Cookie,76,"['Barley', 'Sugar']",0,No Feedback,95,7220,2020-11-16,2021-01-13,2021-02-14,No feedback
Bhutan,Pie,59,['Sugar'],4,Good,55,3245,2022-08-14,2022-09-07,2022-11-12,"Good product, no issues."
India,Nachos,73,['Maize'],5,Excellent,65,4745,2022-02-18,2022-03-21,2022-05-19,Absolutely loved it!
Pakistan,Pie,80,['Sugar'],5,Excellent,25,2000,2025-07-11,2025-08-15,2025-10-09,Outstanding product quality!
Sri-Lanka,Maggi,18,['Wheat'],3,Average,30,540,2025-03-24,2025-06-14,2025-06-22,"Average product, nothing special."
Pakistan,Cookie,53,"['Barley', 'Sugar']",3,Average,75,3975,2024-08-09,2024-09-26,2024-11-07,Decent product overall.
India,Cookie,49,"['Barley', 'Sugar']",2,Poor,100,4900,2021-08-29,2021-10-14,2021-11-27,Below average product.
Sri-Lanka,Biscuit,23,"['Wheat', 'Sugar', 'Barley']",4,Good,22,506,2025-02-04,2025-03-10,2025-05-05,Satisfactory purchase.
Sri-Lanka,Nachos,26,['Maize'],5,Excellent,45,1170,2023-12-30,2024-02-01,2024-03-29,Exceeded my expectations!
Sri-Lanka,Khari,48,['Cumin'],2,Poor,35,1680,2020-12-21,2021-01-26,2021-03-21,"Not great, needs improvement."
Pakistan,Khari,84,['Cumin'],5,Excellent,25,2100,2021-07-24,2021-08-18,2021-10-22,Exceeded my expectations!
India,Maggi,12,['Wheat'],2,Poor,25,300,2024-05-16,2024-06-08,2024-08-14,"Not great, needs improvement."
Sri-Lanka,Pasta,40,"['Wheat', 'Barley']",5,Excellent,100,4000,2021-03-19,2021-05-17,2021-06-17,Exceeded my expectations!
Pakistan,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,360,2024-04-15,2024-06-16,2024-07-14,No feedback
Bhutan,Nachos,90,['Maize'],5,Excellent,75,6750,2020-11-30,2021-01-19,2021-02-28,Exceeded my expectations!
Nepal,Biscuit,19,"['Wheat', 'Sugar', 'Barley']",4,Good,24,456,2024-12-03,2025-02-11,2025-03-03,"Good product, no issues."
Sri-Lanka,Pasta,76,"['Wheat', 'Barley']",5,Excellent,100,7600,2021-08-02,2021-10-21,2021-10-31,Absolutely loved it!
Bangladesh,Banana Chips,24,['Banana'],3,Average,35,840,2022-08-16,2022-10-22,2022-11-14,Decent product overall.
Nepal,Maggi,70,['Wheat'],2,Poor,25,1750,2022-03-29,2022-05-22,2022-06-27,Below average product.
Sri-Lanka,Maggi,24,['Wheat'],0,No Feedback,30,720,2021-05-30,2021-07-06,2021-08-28,No feedback
Sri-Lanka,Ketchup,56,['Tomato'],2,Poor,50,2800,2020-08-10,2020-10-28,2020-11-08,Below average product.
Sri-Lanka,Pasta,68,"['Wheat', 'Barley']",4,Good,100,6800,2021-08-16,2021-09-19,2021-11-14,Quite happy with the product.
Nepal,Pie,51,['Sugar'],1,Very Poor,45,2295,2021-04-16,2021-05-25,2021-07-15,Disappointed with the product.
Pakistan,Khari,12,['Cumin'],3,Average,25,300,2024-12-20,2024-12-30,2025-03-20,Decent product overall.
Pakistan,Cookie,10,"['Barley', 'Sugar']",2,Poor,75,750,2021-03-19,2021-03-30,2021-06-17,Below average product.
Pakistan,Pie,78,['Sugar'],0,No Feedback,25,1950,2022-04-04,2022-05-11,2022-07-03,No feedback
Bangladesh,Toffee,64,['Sugar'],5,Excellent,10,640,2021-04-29,2021-06-02,2021-07-28,Outstanding product quality!
Bhutan,Cookie,54,"['Barley', 'Sugar']",1,Very Poor,105,5670,2022-02-27,2022-04-08,2022-05-28,Disappointed with the product.
Bangladesh,Ketchup,35,['Tomato'],2,Poor,45,1575,2023-03-29,2023-05-08,2023-06-27,"Not great, needs improvement."
Pakistan,Pasta,14,"['Wheat', 'Barley']",0,No Feedback,75,1050,2024-08-13,2024-10-16,2024-11-11,No feedback
Bangladesh,Nachos,19,['Maize'],3,Average,35,665,2020-07-11,2020-09-09,2020-10-09,Decent product overall.
Bangladesh,Cookie,51,"['Barley', 'Sugar']",0,No Feedback,80,4080,2020-03-24,2020-05-24,2020-06-22,No feedback
Bhutan,Khari,13,['Cumin'],1,Very Poor,45,585,2020-05-15,2020-06-02,2020-08-13,Disappointed with the product.
Bhutan,Nachos,87,['Maize'],4,Good,75,6525,2023-03-31,2023-06-02,2023-06-29,Quite happy with the product.
Sri-Lanka,Ketchup,85,['Tomato'],4,Good,50,4250,2021-02-03,2021-04-10,2021-05-04,"Good product, no issues."
Sri-Lanka,Ketchup,80,['Tomato'],3,Average,50,4000,2024-10-08,2024-10-30,2025-01-06,Okay for the price.
Bhutan,Maggi,94,['Wheat'],2,Poor,25,2350,2021-12-28,2022-01-12,2022-03-28,"Not great, needs improvement."
Pakistan,Cookie,21,"['Barley', 'Sugar']",1,Very Poor,75,1575,2025-06-08,2025-07-24,2025-09-06,Would not recommend.
Bhutan,Maggi,30,['Wheat'],1,Very Poor,25,750,2024-12-16,2024-12-29,2025-03-16,Would not recommend.
Sri-Lanka,Khari,28,['Cumin'],0,No Feedback,35,980,2021-02-22,2021-03-21,2021-05-23,No feedback
Bangladesh,Nachos,32,['Maize'],5,Excellent,35,1120,2021-06-28,2021-09-11,2021-09-26,Outstanding product quality!
Bangladesh,Banana Chips,56,['Banana'],2,Poor,35,1960,2024-02-04,2024-02-29,2024-05-04,Below average product.
Bhutan,Toffee,68,['Sugar'],5,Excellent,15,1020,2023-04-12,2023-05-25,2023-07-11,Absolutely loved it!
India,Ketchup,56,['Tomato'],1,Very Poor,60,3360,2021-10-09,2021-12-02,2022-01-07,Disappointed with the product.
Sri-Lanka,Ketchup,73,['Tomato'],1,Very Poor,50,3650,2025-02-15,2025-04-22,2025-05-16,Would not recommend.
Bangladesh,Biscuit,43,"['Wheat', 'Sugar', 'Barley']",4,Good,18,774,2024-10-21,2024-11-04,2025-01-19,Satisfactory purchase.
Nepal,Biscuit,96,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,2304,2023-09-30,2023-12-11,2023-12-29,Very poor quality.
India,Toffee,95,['Sugar'],5,Excellent,20,1900,2021-11-06,2022-01-20,2022-02-04,Outstanding product quality!
India,Pasta,30,"['Wheat', 'Barley']",3,Average,120,3600,2022-09-19,2022-11-11,2022-12-18,Okay for the price.
Pakistan,Ketchup,79,['Tomato'],1,Very Poor,55,4345,2020-04-19,2020-04-30,2020-07-18,Very poor quality.
Nepal,Banana Chips,30,['Banana'],2,Poor,45,1350,2022-05-12,2022-07-02,2022-08-10,Not what I expected.
Nepal,Cookie,78,"['Barley', 'Sugar']",4,Good,95,7410,2024-10-01,2024-10-13,2024-12-30,Satisfactory purchase.
Sri-Lanka,Pasta,97,"['Wheat', 'Barley']",3,Average,100,9700,2021-04-22,2021-05-31,2021-07-21,"Average product, nothing special."
Nepal,Pasta,88,"['Wheat', 'Barley']",1,Very Poor,100,8800,2022-05-20,2022-08-03,2022-08-18,Disappointed with the product.
Sri-Lanka,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,1144,2022-11-05,2022-12-17,2023-02-03,No feedback
Sri-Lanka,Toffee,16,['Sugar'],3,Average,10,160,2025-06-06,2025-07-15,2025-09-04,Okay for the price.
Bangladesh,Biscuit,72,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,18,1296,2020-05-16,2020-06-09,2020-08-14,Would not recommend.
Sri-Lanka,Khari,33,['Cumin'],0,No Feedback,35,1155,2025-04-09,2025-06-07,2025-07-08,No feedback
Bhutan,Nachos,85,['Maize'],3,Average,75,6375,2022-11-08,2023-01-09,2023-02-06,"Average product, nothing special."
Bangladesh,Banana Chips,63,['Banana'],1,Very Poor,35,2205,2021-12-10,2022-02-15,2022-03-10,Very poor quality.
Bangladesh,Khari,47,['Cumin'],3,Average,20,940,2020-01-11,2020-02-08,2020-04-10,Okay for the price.
Sri-Lanka,Cookie,78,"['Barley', 'Sugar']",3,Average,85,6630,2021-05-08,2021-05-26,2021-08-06,Okay for the price.
Pakistan,Banana Chips,60,['Banana'],4,Good,30,1800,2025-04-11,2025-05-08,2025-07-10,"Good product, no issues."
Pakistan,Nachos,33,['Maize'],0,No Feedback,60,1980,2021-11-20,2022-01-14,2022-02-18,No feedback
Bangladesh,Toffee,58,['Sugar'],3,Average,10,580,2022-11-08,2023-01-30,2023-02-06,Decent product overall.
Pakistan,Pasta,26,"['Wheat', 'Barley']",3,Average,75,1950,2022-03-01,2022-03-11,2022-05-30,Okay for the price.
Nepal,Nachos,41,['Maize'],5,Excellent,55,2255,2021-05-06,2021-06-25,2021-08-04,Exceeded my expectations!
Bhutan,Biscuit,16,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,400,2023-11-10,2024-01-08,2024-02-08,"Not great, needs improvement."
Bhutan,Biscuit,77,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,1925,2022-03-03,2022-04-17,2022-06-01,Outstanding product quality!
Bangladesh,Cookie,31,"['Barley', 'Sugar']",0,No Feedback,80,2480,2020-11-30,2020-12-11,2021-02-28,No feedback
Bhutan,Nachos,38,['Maize'],1,Very Poor,75,2850,2025-03-25,2025-06-13,2025-06-23,Would not recommend.
Sri-Lanka,Cookie,51,"['Barley', 'Sugar']",3,Average,85,4335,2024-06-08,2024-07-01,2024-09-06,Decent product overall.
Bangladesh,Maggi,37,['Wheat'],0,No Feedback,35,1295,2023-11-18,2024-01-05,2024-02-16,No feedback
Bhutan,Khari,90,['Cumin'],4,Good,45,4050,2022-11-01,2023-01-17,2023-01-30,Satisfactory purchase.
Bangladesh,Banana Chips,75,['Banana'],5,Excellent,35,2625,2024-10-24,2024-12-11,2025-01-22,Exceeded my expectations!
India,Khari,16,['Cumin'],5,Excellent,40,640,2022-12-08,2022-12-18,2023-03-08,Outstanding product quality!
Bhutan,Maggi,16,['Wheat'],4,Good,25,400,2023-10-30,2023-12-12,2024-01-28,"Good product, no issues."
India,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,780,2020-02-11,2020-04-07,2020-05-11,Below average product.
India,Pasta,79,"['Wheat', 'Barley']",0,No Feedback,120,9480,2021-03-01,2021-03-19,2021-05-30,No feedback
Pakistan,Maggi,27,['Wheat'],5,Excellent,15,405,2023-04-01,2023-04-20,2023-06-30,Outstanding product quality!
Nepal,Toffee,64,['Sugar'],5,Excellent,15,960,2023-05-16,2023-06-04,2023-08-14,Exceeded my expectations!
Sri-Lanka,Maggi,87,['Wheat'],2,Poor,30,2610,2024-04-15,2024-06-20,2024-07-14,"Not great, needs improvement."
Sri-Lanka,Nachos,64,['Maize'],5,Excellent,45,2880,2025-03-31,2025-05-26,2025-06-29,Outstanding product quality!
Bhutan,Ketchup,58,['Tomato'],4,Good,65,3770,2021-02-03,2021-03-23,2021-05-04,Satisfactory purchase.
Nepal,Pasta,44,"['Wheat', 'Barley']",1,Very Poor,100,4400,2025-01-09,2025-01-21,2025-04-09,Very poor quality.
Nepal,Banana Chips,26,['Banana'],0,No Feedback,45,1170,2025-06-26,2025-07-28,2025-09-24,No feedback
Pakistan,Khari,62,['Cumin'],5,Excellent,25,1550,2020-12-24,2021-01-31,2021-03-24,Outstanding product quality!
Sri-Lanka,Biscuit,36,"['Wheat', 'Sugar', 'Barley']",4,Good,22,792,2023-11-30,2024-02-03,2024-02-28,Satisfactory purchase.
India,Pasta,33,"['Wheat', 'Barley']",3,Average,120,3960,2025-01-01,2025-03-01,2025-04-01,Decent product overall.
Nepal,Toffee,91,['Sugar'],2,Poor,15,1365,2022-09-27,2022-10-27,2022-12-26,"Not great, needs improvement."
Bhutan,Toffee,52,['Sugar'],5,Excellent,15,780,2025-07-30,2025-08-13,2025-10-28,Outstanding product quality!
Sri-Lanka,Maggi,49,['Wheat'],3,Average,30,1470,2021-09-21,2021-12-02,2021-12-20,Decent product overall.
Pakistan,Ketchup,41,['Tomato'],1,Very Poor,55,2255,2021-12-31,2022-03-24,2022-03-31,Disappointed with the product.
Nepal,Pie,56,['Sugar'],0,No Feedback,45,2520,2023-10-02,2023-10-12,2023-12-31,No feedback
Nepal,Biscuit,98,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,2352,2024-11-10,2025-02-02,2025-02-08,"Not great, needs improvement."
Bangladesh,Nachos,17,['Maize'],0,No Feedback,35,595,2025-07-05,2025-09-24,2025-10-03,No feedback
Bhutan,Pie,37,['Sugar'],1,Very Poor,55,2035,2021-07-12,2021-09-23,2021-10-10,Very poor quality.
Bhutan,Ketchup,48,['Tomato'],3,Average,65,3120,2022-05-14,2022-06-12,2022-08-12,Decent product overall.
Nepal,Nachos,48,['Maize'],4,Good,55,2640,2024-02-17,2024-02-29,2024-05-17,"Good product, no issues."
India,Ketchup,22,['Tomato'],0,No Feedback,60,1320,2025-06-07,2025-08-24,2025-09-05,No feedback
India,Cookie,19,"['Barley', 'Sugar']",3,Average,100,1900,2024-11-08,2024-11-29,2025-02-06,Okay for the price.
Pakistan,Biscuit,25,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,15,375,2022-08-15,2022-10-30,2022-11-13,Very poor quality.
Pakistan,Banana Chips,30,['Banana'],3,Average,30,900,2020-02-26,2020-04-08,2020-05-26,Decent product overall.
Sri-Lanka,Pasta,44,"['Wheat', 'Barley']",3,Average,100,4400,2021-06-09,2021-08-13,2021-09-07,Decent product overall.
India,Ketchup,91,['Tomato'],4,Good,60,5460,2021-07-23,2021-09-16,2021-10-21,Satisfactory purchase.
Bhutan,Toffee,47,['Sugar'],4,Good,15,705,2024-03-28,2024-05-05,2024-06-26,Satisfactory purchase.
Sri-Lanka,Biscuit,38,"['Wheat', 'Sugar', 'Barley']",5,Excellent,22,836,2022-04-21,2022-07-05,2022-07-20,Outstanding product quality!
Bhutan,Pie,11,['Sugar'],4,Good,55,605,2023-08-20,2023-09-06,2023-11-18,"Good product, no issues."
Bangladesh,Ketchup,84,['Tomato'],0,No Feedback,45,3780,2024-12-05,2025-01-25,2025-03-05,No feedback
Bhutan,Nachos,34,['Maize'],1,Very Poor,75,2550,2024-05-14,2024-07-24,2024-08-12,Very poor quality.
Sri-Lanka,Pasta,47,"['Wheat', 'Barley']",1,Very Poor,100,4700,2023-08-10,2023-10-18,2023-11-08,Disappointed with the product.
Pakistan,Khari,28,['Cumin'],5,Excellent,25,700,2023-07-21,2023-08-02,2023-10-19,Outstanding product quality!
Bhutan,Maggi,48,['Wheat'],0,No Feedback,25,1200,2022-02-24,2022-04-16,2022-05-25,No feedback
Pakistan,Maggi,61,['Wheat'],5,Excellent,15,915,2023-02-15,2023-03-24,2023-05-16,Outstanding product quality!
Sri-Lanka,Ketchup,93,['Tomato'],5,Excellent,50,4650,2020-04-03,2020-05-19,2020-07-02,Absolutely loved it!
Nepal,Ketchup,15,['Tomato'],0,No Feedback,55,825,2021-11-26,2021-12-25,2022-02-24,No feedback
Nepal,Cookie,10,"['Barley', 'Sugar']",5,Excellent,95,950,2022-04-17,2022-06-08,2022-07-16,Absolutely loved it!
Bhutan,Pasta,36,"['Wheat', 'Barley']",1,Very Poor,105,3780,2024-10-15,2025-01-06,2025-01-13,Disappointed with the product.
Sri-Lanka,Pasta,12,"['Wheat', 'Barley']",2,Poor,100,1200,2025-03-25,2025-05-06,2025-06-23,"Not great, needs improvement."
Nepal,Cookie,22,"['Barley', 'Sugar']",0,No Feedback,95,2090,2024-08-10,2024-09-24,2024-11-08,No feedback
Bhutan,Khari,88,['Cumin'],1,Very Poor,45,3960,2021-10-01,2021-11-10,2021-12-30,Very poor quality.
Nepal,Cookie,35,"['Barley', 'Sugar']",4,Good,95,3325,2020-02-03,2020-03-21,2020-05-03,Quite happy with the product.
Bhutan,Banana Chips,26,['Banana'],1,Very Poor,45,1170,2020-09-08,2020-10-07,2020-12-07,Disappointed with the product.
Bhutan,Maggi,31,['Wheat'],1,Very Poor,25,775,2022-12-12,2023-01-29,2023-03-12,Disappointed with the product.
Bangladesh,Toffee,19,['Sugar'],5,Excellent,10,190,2021-05-20,2021-07-07,2021-08-18,Outstanding product quality!
Nepal,Biscuit,53,"['Wheat', 'Sugar', 'Barley']",2,Poor,24,1272,2024-05-24,2024-07-22,2024-08-22,"Not great, needs improvement."
Pakistan,Khari,12,['Cumin'],3,Average,25,300,2021-10-17,2021-12-16,2022-01-15,Okay for the price.
Bhutan,Toffee,40,['Sugar'],0,No Feedback,15,600,2022-05-21,2022-07-26,2022-08-19,No feedback
Sri-Lanka,Khari,57,['Cumin'],4,Good,35,1995,2022-02-10,2022-03-24,2022-05-11,"Good product, no issues."
Sri-Lanka,Nachos,36,['Maize'],2,Poor,45,1620,2020-10-10,2020-11-23,2021-01-08,Not what I expected.
Bhutan,Nachos,63,['Maize'],1,Very Poor,75,4725,2021-12-05,2022-01-28,2022-03-05,Very poor quality.
Bhutan,Biscuit,37,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,925,2024-05-06,2024-06-15,2024-08-04,Outstanding product quality!
Nepal,Khari,51,['Cumin'],5,Excellent,35,1785,2023-12-13,2024-01-17,2024-03-12,Outstanding product quality!
Pakistan,Khari,82,['Cumin'],4,Good,25,2050,2023-01-31,2023-02-22,2023-05-01,"Good product, no issues."
Bhutan,Biscuit,21,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,525,2021-10-23,2022-01-05,2022-01-21,No feedback
Bangladesh,Toffee,91,['Sugar'],2,Poor,10,910,2021-12-28,2022-03-02,2022-03-28,Not what I expected.
Nepal,Banana Chips,57,['Banana'],4,Good,45,2565,2022-08-06,2022-09-10,2022-11-04,Quite happy with the product.
Pakistan,Banana Chips,98,['Banana'],3,Average,30,2940,2020-10-15,2021-01-05,2021-01-13,"Average product, nothing special."
Bangladesh,Pie,63,['Sugar'],1,Very Poor,30,1890,2022-08-27,2022-10-25,2022-11-25,Very poor quality.
Pakistan,Pie,91,['Sugar'],3,Average,25,2275,2021-03-02,2021-04-26,2021-05-31,Okay for the price.
India,Banana Chips,93,['Banana'],0,No Feedback,40,3720,2020-02-11,2020-03-28,2020-05-11,No feedback
Bangladesh,Pasta,71,"['Wheat', 'Barley']",2,Poor,95,6745,2023-04-16,2023-06-27,2023-07-15,Below average product.
Pakistan,Banana Chips,24,['Banana'],0,No Feedback,30,720,2024-08-14,2024-09-14,2024-11-12,No feedback
Nepal,Banana Chips,97,['Banana'],4,Good,45,4365,2024-05-06,2024-06-10,2024-08-04,Quite happy with the product.
Sri-Lanka,Khari,12,['Cumin'],4,Good,35,420,2023-04-24,2023-06-16,2023-07-23,Satisfactory purchase.
Bangladesh,Biscuit,92,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1656,2021-06-03,2021-06-18,2021-09-01,"Good product, no issues."
Bhutan,Pie,55,['Sugar'],0,No Feedback,55,3025,2021-04-22,2021-07-13,2021-07-21,No feedback
Bangladesh,Khari,34,['Cumin'],3,Average,20,680,2022-11-04,2022-12-31,2023-02-02,Okay for the price.
Nepal,Biscuit,33,"['Wheat', 'Sugar', 'Barley']",4,Good,24,792,2022-12-04,2022-12-28,2023-03-04,Satisfactory purchase.
Nepal,Khari,23,['Cumin'],5,Excellent,35,805,2021-10-02,2021-11-10,2021-12-31,Outstanding product quality!
Sri-Lanka,Biscuit,18,"['Wheat', 'Sugar', 'Barley']",3,Average,22,396,2023-08-19,2023-10-28,2023-11-17,"Average product, nothing special."
India,Maggi,16,['Wheat'],1,Very Poor,25,400,2023-09-21,2023-10-04,2023-12-20,Very poor quality.
Nepal,Nachos,70,['Maize'],2,Poor,55,3850,2021-10-16,2021-11-23,2022-01-14,"Not great, needs improvement."
Pakistan,Maggi,60,['Wheat'],4,Good,15,900,2025-02-15,2025-04-04,2025-05-16,"Good product, no issues."
Pakistan,Nachos,19,['Maize'],1,Very Poor,60,1140,2024-04-16,2024-05-31,2024-07-15,Very poor quality.
Nepal,Khari,14,['Cumin'],2,Poor,35,490,2022-02-06,2022-03-25,2022-05-07,Not what I expected.
India,Biscuit,88,"['Wheat', 'Sugar', 'Barley']",2,Poor,20,1760,2023-02-21,2023-03-05,2023-05-22,"Not great, needs improvement."
Pakistan,Cookie,73,"['Barley', 'Sugar']",2,Poor,75,5475,2020-10-09,2020-12-24,2021-01-07,"Not great, needs improvement."
Pakistan,Maggi,79,['Wheat'],5,Excellent,15,1185,2022-07-09,2022-07-20,2022-10-07,Outstanding product quality!
Pakistan,Cookie,96,"['Barley', 'Sugar']",1,Very Poor,75,7200,2020-09-30,2020-11-01,2020-12-29,Disappointed with the product.
Bangladesh,Khari,17,['Cumin'],1,Very Poor,20,340,2022-03-31,2022-06-21,2022-06-29,Disappointed with the product.
Nepal,Khari,57,['Cumin'],3,Average,35,1995,2023-08-29,2023-10-09,2023-11-27,Decent product overall.
Bangladesh,Nachos,38,['Maize'],1,Very Poor,35,1330,2024-02-19,2024-04-10,2024-05-19,Disappointed with the product.
Sri-Lanka,Pie,30,['Sugar'],2,Poor,35,1050,2021-03-23,2021-05-19,2021-06-21,"Not great, needs improvement."
Bhutan,Ketchup,75,['Tomato'],4,Good,65,4875,2021-10-21,2021-11-30,2022-01-19,Satisfactory purchase.
Pakistan,Cookie,32,"['Barley', 'Sugar']",1,Very Poor,75,2400,2021-08-24,2021-09-23,2021-11-22,Very poor quality.
Sri-Lanka,Maggi,61,['Wheat'],4,Good,30,1830,2020-04-10,2020-05-07,2020-07-09,"Good product, no issues."
Bhutan,Maggi,50,['Wheat'],3,Average,25,1250,2021-11-18,2021-12-11,2022-02-16,Okay for the price.
Bhutan,Khari,83,['Cumin'],2,Poor,45,3735,2021-06-23,2021-08-07,2021-09-21,Not what I expected.
Bhutan,Ketchup,41,['Tomato'],2,Poor,65,2665,2020-12-13,2021-01-02,2021-03-13,"Not great, needs improvement."
India,Maggi,23,['Wheat'],0,No Feedback,25,575,2020-04-07,2020-05-06,2020-07-06,No feedback
Bhutan,Khari,65,['Cumin'],4,Good,45,2925,2024-03-19,2024-05-17,2024-06-17,"Good product, no issues."
Bhutan,Cookie,38,"['Barley', 'Sugar']",5,Excellent,105,3990,2022-03-17,2022-06-10,2022-06-15,Outstanding product quality!
Pakistan,Nachos,72,['Maize'],1,Very Poor,60,4320,2023-01-29,2023-03-18,2023-04-29,Would not recommend.
Pakistan,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",4,Good,15,525,2021-10-06,2021-11-30,2022-01-04,Satisfactory purchase.
Pakistan,Toffee,69,['Sugar'],0,No Feedback,12,828,2024-03-15,2024-05-26,2024-06-13,No feedback
Sri-Lanka,Toffee,94,['Sugar'],2,Poor,10,940,2021-11-10,2022-02-02,2022-02-08,Not what I expected.
Nepal,Nachos,44,['Maize'],2,Poor,55,2420,2020-11-18,2020-12-20,2021-02-16,"Not great, needs improvement."
Sri-Lanka,Pasta,54,"['Wheat', 'Barley']",2,Poor,100,5400,2024-06-19,2024-08-30,2024-09-17,"Not great, needs improvement."
Bangladesh,Cookie,28,"['Barley', 'Sugar']",4,Good,80,2240,2024-02-09,2024-04-10,2024-05-09,"Good product, no issues."
Bhutan,Khari,87,['Cumin'],5,Excellent,45,3915,2022-02-04,2022-04-27,2022-05-05,Absolutely loved it!
Pakistan,Toffee,93,['Sugar'],4,Good,12,1116,2022-07-18,2022-08-08,2022-10-16,Quite happy with the product.
Bangladesh,Banana Chips,91,['Banana'],4,Good,35,3185,2021-10-15,2021-11-08,2022-01-13,Quite happy with the product.
Bangladesh,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",3,Average,18,432,2021-03-03,2021-03-24,2021-06-01,Okay for the price.
Sri-Lanka,Maggi,46,['Wheat'],4,Good,30,1380,2022-12-30,2023-03-25,2023-03-30,Quite happy with the product.
Bhutan,Pie,86,['Sugar'],5,Excellent,55,4730,2020-01-18,2020-04-03,2020-04-17,Outstanding product quality!
Bhutan,Biscuit,16,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,400,2021-10-18,2021-11-16,2022-01-16,No feedback
Nepal,Banana Chips,88,['Banana'],4,Good,45,3960,2020-07-10,2020-07-25,2020-10-08,Quite happy with the product.
Pakistan,Cookie,11,"['Barley', 'Sugar']",5,Excellent,75,825,2021-11-05,2021-12-15,2022-02-03,Absolutely loved it!
Pakistan,Nachos,93,['Maize'],4,Good,60,5580,2025-04-21,2025-05-26,2025-07-20,Quite happy with the product.
India,Pie,98,['Sugar'],0,No Feedback,50,4900,2020-08-08,2020-08-31,2020-11-06,No feedback
Bhutan,Banana Chips,65,['Banana'],1,Very Poor,45,2925,2023-08-12,2023-09-14,2023-11-10,Very poor quality.
Sri-Lanka,Nachos,71,['Maize'],5,Excellent,45,3195,2025-06-07,2025-07-29,2025-09-05,Absolutely loved it!
Bangladesh,Nachos,87,['Maize'],5,Excellent,35,3045,2024-03-14,2024-05-03,2024-06-12,Exceeded my expectations!
Nepal,Pie,71,['Sugar'],5,Excellent,45,3195,2022-07-13,2022-08-03,2022-10-11,Outstanding product quality!
Bangladesh,Pasta,49,"['Wheat', 'Barley']",3,Average,95,4655,2023-05-31,2023-08-09,2023-08-29,Decent product overall.
Bangladesh,Cookie,66,"['Barley', 'Sugar']",1,Very Poor,80,5280,2024-01-12,2024-01-30,2024-04-11,Very poor quality.
Sri-Lanka,Maggi,33,['Wheat'],5,Excellent,30,990,2020-06-10,2020-08-10,2020-09-08,Absolutely loved it!
Bhutan,Pasta,78,"['Wheat', 'Barley']",3,Average,105,8190,2021-03-04,2021-03-29,2021-06-02,"Average product, nothing special."
Pakistan,Pie,47,['Sugar'],1,Very Poor,25,1175,2021-10-03,2021-10-13,2022-01-01,Would not recommend.
India,Khari,33,['Cumin'],1,Very Poor,40,1320,2022-02-11,2022-05-04,2022-05-12,Very poor quality.
India,Khari,13,['Cumin'],4,Good,40,520,2020-07-17,2020-09-13,2020-10-15,Quite happy with the product.
Pakistan,Cookie,11,"['Barley', 'Sugar']",5,Excellent,75,825,2022-06-17,2022-07-17,2022-09-15,Absolutely loved it!
Bangladesh,Cookie,73,"['Barley', 'Sugar']",1,Very Poor,80,5840,2021-11-08,2022-01-27,2022-02-06,Would not recommend.
Sri-Lanka,Nachos,36,['Maize'],5,Excellent,45,1620,2023-02-16,2023-03-25,2023-05-17,Exceeded my expectations!
Sri-Lanka,Nachos,45,['Maize'],4,Good,45,2025,2024-01-08,2024-04-01,2024-04-07,"Good product, no issues."
Bangladesh,Khari,11,['Cumin'],1,Very Poor,20,220,2023-09-10,2023-09-30,2023-12-09,Very poor quality.
Pakistan,Maggi,73,['Wheat'],3,Average,15,1095,2021-10-19,2021-11-08,2022-01-17,"Average product, nothing special."
Sri-Lanka,Biscuit,24,"['Wheat', 'Sugar', 'Barley']",4,Good,22,528,2020-03-25,2020-06-11,2020-06-23,"Good product, no issues."
Sri-Lanka,Banana Chips,79,['Banana'],4,Good,25,1975,2021-10-27,2021-12-20,2022-01-25,Quite happy with the product.
Bhutan,Toffee,18,['Sugar'],0,No Feedback,15,270,2024-07-13,2024-09-05,2024-10-11,No feedback
India,Banana Chips,29,['Banana'],0,No Feedback,40,1160,2022-03-21,2022-06-13,2022-06-19,No feedback
